Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Text Retrieval Approaches for Concept Location in Source Code","Software Engineering","","","","10.1007/978-3-642-36054-1_5","Andrian MarcusSonia Haiduc","2013","http://link.springer.com/chapter/10.1007/978-3-642-36054-1_5","Chapter"
"Leveraging Source Code Search for Reuse","High Confidence Software Reuse in Large Systems","","","","10.1007/978-3-540-68073-4_38","Hans-Jörg HappelThomas SchusterPeter Szulman","2008","http://link.springer.com/chapter/10.1007/978-3-540-68073-4_38","Chapter"
"Natural Language-Based Software Analyses and Tools for Software Maintenance","Software Engineering","","","","10.1007/978-3-642-36054-1_4","Lori PollockK. Vijay-ShankerEmily HillGiriprasad SridharaDavid Shepherd","2013","http://link.springer.com/chapter/10.1007/978-3-642-36054-1_4","Chapter"
"Reuse-Oriented Code Recommendation Systems","Recommendation Systems in Software Engineering","","","","10.1007/978-3-642-45135-5_14","Werner JanjicOliver HummelColin Atkinson","2014","http://link.springer.com/chapter/10.1007/978-3-642-45135-5_14","Chapter"
"MOOGLE: a metamodel-based model search engine","Software & Systems Modeling","","11","2","10.1007/s10270-010-0167-7","Daniel LucrédioRenata P. de M. FortesJon Whittle","2012","http://link.springer.com/article/10.1007/s10270-010-0167-7","Article"
"Search in Source Code Based on Identifying Popular Fragments","SOFSEM 2013: Theory and Practice of Computer Science","","","","10.1007/978-3-642-35843-2_35","Eduard KuricMária Bieliková","2013","http://link.springer.com/chapter/10.1007/978-3-642-35843-2_35","Chapter"
"From Specification to Experimentation: A Software Component Search Engine Architecture","Component-Based Software Engineering","","","","10.1007/11783565_6","Vinicius Cardoso GarciaDaniel LucrédioFrederico Araujo DurãoEduardo Cruz Reis SantosEduardo Santana de AlmeidaRenata Pontin de Mattos FortesSilvio Romero de Lemos Meira","2006","http://link.springer.com/chapter/10.1007/11783565_6","Chapter"
"An Improved Method Level Bug Localization Approach Using Minimized Code Space","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-319-56390-9_9","Shanto RahmanMd. Mostafijur RahmanKazi Sakib","2016","http://link.springer.com/chapter/10.1007/978-3-319-56390-9_9","Chapter"
"RESource: A Framework for Online Matching of Assembly with Open Source Code","Foundations and Practice of Security","","","","10.1007/978-3-642-37119-6_14","Ashkan RahimianPhilippe CharlandStere PredaMourad Debbabi","2013","http://link.springer.com/chapter/10.1007/978-3-642-37119-6_14","Chapter"
"Using the Web as a Reuse Repository","Reuse of Off-the-Shelf Components","","","","10.1007/11763864_22","Oliver HummelColin Atkinson","2006","http://link.springer.com/chapter/10.1007/11763864_22","Chapter"
"On the Synergy between Search-Based and Search-Driven Software Engineering","Search Based Software Engineering","","","","10.1007/978-3-642-39742-4_18","Colin AtkinsonMarcus KesselMarcus Schumacher","2013","http://link.springer.com/chapter/10.1007/978-3-642-39742-4_18","Chapter"
"Introducing Collaboration for Locating Features in Models: Approach and Industrial Evaluation","On the Move to Meaningful Internet Systems. OTM 2017 Conferences","","","","10.1007/978-3-319-69462-7_9","Francisca PérezAna C. MarcénRaúl LapeñaCarlos Cetina","2017","http://link.springer.com/chapter/10.1007/978-3-319-69462-7_9","Chapter"
"Conclave: Ontology-Driven Measurement of Semantic Relatedness between Source Code Elements and Problem Domain Concepts","Computational Science and Its Applications – ICCSA 2014","","","","10.1007/978-3-319-09153-2_9","Nuno Ramos CarvalhoJosé João AlmeidaPedro Rangel HenriquesMaria João Varanda Pereira","2014","http://link.springer.com/chapter/10.1007/978-3-319-09153-2_9","Chapter"
"Flow-Augmented Call Graph: A New Foundation for Taming API Complexity","Fundamental Approaches to Software Engineering","","","","10.1007/978-3-642-19811-3_27","Qirun ZhangWujie ZhengMichael R. Lyu","2011","http://link.springer.com/chapter/10.1007/978-3-642-19811-3_27","Chapter"
"On the influence of program constructs on bug localization effectiveness","Journal of Software Engineering Research and Development","","5","1","10.1186/s40411-017-0040-2","Marcelo GarnierIsabella FerreiraAlessandro Garcia","2017","http://link.springer.com/article/10.1186/s40411-017-0040-2","Article"
"Roundtable: Research Opportunities and Challenges for Large-Scale Software Systems","Journal of Computer Science and Technology","","31","5","10.1007/s11390-016-1668-9","Xusheng XiaoJian-Guang LouShan LuDavid C. ShepherdXin PengQian-Xiang Wang","2016","http://link.springer.com/article/10.1007/s11390-016-1668-9","Article"
"Improving the Effectiveness of Multimedia Summarization of Judicial Debates through Ontological Query Expansion","Advanced Information Systems Engineering Workshops","","","","10.1007/978-3-642-22056-2_48","E. FersiniF. Sartori","2011","http://link.springer.com/chapter/10.1007/978-3-642-22056-2_48","Chapter"
"Improving the Performance of Pipelined Query Processing with Skipping","Web Information Systems Engineering - WISE 2012","","","","10.1007/978-3-642-35063-4_1","Simon JonassenSvein Erik Bratsberg","2012","http://link.springer.com/chapter/10.1007/978-3-642-35063-4_1","Chapter"
"Inference Based Query Expansion Using User’s Real Time Implicit Feedback","Knowledge Discovery, Knowledge Engineering and Knowledge Management","","","","10.1007/978-3-642-29764-9_11","Sanasam Ranbir SinghHema A. MurthyTimothy A. Gonsalves","2013","http://link.springer.com/chapter/10.1007/978-3-642-29764-9_11","Chapter"
"Using Concept Lattices for Text Retrieval and Mining","Formal Concept Analysis","","","","10.1007/11528784_9","Claudio CarpinetoGiovanni Romano","2005","http://link.springer.com/chapter/10.1007/11528784_9","Chapter"
"MOOGLE: A Model Search Engine","Model Driven Engineering Languages and Systems","","","","10.1007/978-3-540-87875-9_22","Daniel LucrédioRenata P. de M. FortesJon Whittle","2008","http://link.springer.com/chapter/10.1007/978-3-540-87875-9_22","Chapter"
"Unified Multimodal Search Framework for Multimedia Information Retrieval","Advanced Techniques in Computing Sciences and Software Engineering","","","","10.1007/978-90-481-3660-5_22","Umer RashidIftikhar Azim NiazMuhammad Afzal Bhatti","2010","http://link.springer.com/chapter/10.1007/978-90-481-3660-5_22","Chapter"
"Overview Scrollbar: A Scrollbar Showing an Entire Document as an Overview","Human-Computer Interaction – INTERACT 2013","","","","10.1007/978-3-642-40498-6_51","Ko MizoguchiDaisuke SakamotoTakeo Igarashi","2013","http://link.springer.com/chapter/10.1007/978-3-642-40498-6_51","Chapter"
"A new indexing method based on word proximity for Chinese text retrieval","Journal of Computer Science and Technology","","15","3","10.1007/BF02948815","Lin DuYufang Sun","2000","http://link.springer.com/article/10.1007/BF02948815","Article"
"Improving Relevance of Keyword Extraction from the Web Utilizing Visual Style Information","SOFSEM 2013: Theory and Practice of Computer Science","","","","10.1007/978-3-642-35843-2_38","Milan LučanskýMarián Šimko","2013","http://link.springer.com/chapter/10.1007/978-3-642-35843-2_38","Chapter"
"Semantic Web Search System Founded on Case-Based Reasoning and Ontology Learning","Knowledge Discovery, Knowledge Engineering and Knowledge Management","","","","10.1007/978-3-642-29764-9_5","Hajer Baazaoui-ZghalNesrine Ben MustaphaManel Elloumi-ChaabeneAntonio MorenoDavid Sanchez","2013","http://link.springer.com/chapter/10.1007/978-3-642-29764-9_5","Chapter"
"A Continuous Query Processing Method in Broadcast Environments","Multimedia, Computer Graphics and Broadcasting","","","","10.1007/978-3-642-27186-1_45","Yonghun ParkKyoungsoo BokJaesoo Yoo","2011","http://link.springer.com/chapter/10.1007/978-3-642-27186-1_45","Chapter"
"Privacy-Enhancing Range Query Processing over Encrypted Cloud Databases","Web Information Systems Engineering – WISE 2015","","","","10.1007/978-3-319-26187-4_5","Jialin ChiCheng HongMin ZhangZhenfeng Zhang","2015","http://link.springer.com/chapter/10.1007/978-3-319-26187-4_5","Chapter"
"Knowledge Sifter: Agent-Based Ontology-Driven Search over Heterogeneous Databases Using Semantic Web Services","Semantics of a Networked World. Semantics for Grid Databases","","","","10.1007/978-3-540-30145-5_17","Larry KerschbergMizan ChowdhuryAlberto DamianoHanjo JeongScott MitchellJingwei SiStephen Smith","2004","http://link.springer.com/chapter/10.1007/978-3-540-30145-5_17","Chapter"
"An Improved Text Retrieval Algorithm Based on Suffix Tree Similarity Measure","Information Computing and Applications","","","","10.1007/978-3-642-16339-5_20","Cheng-hui HuangJian YinDong Han","2010","http://link.springer.com/chapter/10.1007/978-3-642-16339-5_20","Chapter"
"Chapter 8: Multimedia and Multimodal Information Retrieval","Search Computing","","","","10.1007/978-3-642-12310-8_8","Alessandro BozzonPiero Fraternali","2010","http://link.springer.com/chapter/10.1007/978-3-642-12310-8_8","Chapter"
"Toward a Web Search Personalization Approach Based on Temporal Context","Digital Information and Communication Technology and Its Applications","","","","10.1007/978-3-642-21984-9_4","Djalila BougharebNadir Farah","2011","http://link.springer.com/chapter/10.1007/978-3-642-21984-9_4","Chapter"
"A free-text retrieval index-server on a massively parallel machine","High-Performance Computing and Networking","","","","10.1007/BFb0020413","F. Richard Kroll","1994","http://link.springer.com/chapter/10.1007/BFb0020413","Chapter"
"Towards Perception Based Image Retrieval","Advances in Computer Science and Information Technology. Computer Science and Information Technology","","","","10.1007/978-3-642-27317-9_29","B. Mohammed ImranM. M. Sufyan Beg","2012","http://link.springer.com/chapter/10.1007/978-3-642-27317-9_29","Chapter"
"Improving Interoperability Using Query Interpretation in Semantic Vector Spaces","The Semantic Web: Research and Applications","","","","10.1007/978-3-540-68234-9_40","Anthony VentresqueSylvie CazalensPhilippe LamarrePatrick Valduriez","2008","http://link.springer.com/chapter/10.1007/978-3-540-68234-9_40","Chapter"
"Spoken versus Written Queries for Mobile Information Access","Mobile and Ubiquitous Information Access","","","","10.1007/978-3-540-24641-1_6","Heather DuFabio Crestani","2004","http://link.springer.com/chapter/10.1007/978-3-540-24641-1_6","Chapter"
"Cluster-Based Exploration for Effective Keyword Search over Semantic Datasets","Conceptual Modeling - ER 2009","","","","10.1007/978-3-642-04840-1_17","Roberto De VirgilioPaolo CappellariMichele Miscione","2009","http://link.springer.com/chapter/10.1007/978-3-642-04840-1_17","Chapter"
"Peer-to-Peer Full-Text Keyword Search of the Web","Networked Systems","","","","10.1007/978-3-319-26850-7_18","Sonia Gaied FantarHabib Youssef","2015","http://link.springer.com/chapter/10.1007/978-3-319-26850-7_18","Chapter"
"Finding Similar Queries to Satisfy Searches Based on Query Traces","Advances in Object-Oriented Information Systems","","","","10.1007/3-540-46105-1_24","Osmar R. ZaïaneAlexander Strilets","2002","http://link.springer.com/chapter/10.1007/3-540-46105-1_24","Chapter"
"Spatial Keyword Querying","Conceptual Modeling","","","","10.1007/978-3-642-34002-4_2","Xin CaoLisi ChenGao CongChristian S. JensenQiang QuAnders SkovsgaardDingming WuMan Lung Yiu","2012","http://link.springer.com/chapter/10.1007/978-3-642-34002-4_2","Chapter"
"Research on Ontology-Driven Information Retrieval","On the Move to Meaningful Internet Systems 2006: OTM 2006 Workshops","","","","10.1007/11915072_50","Stein L. Tomassen","2006","http://link.springer.com/chapter/10.1007/11915072_50","Chapter"
"An object-centered approach for manipulating hierarchically complex objects","Object Technologies for Advanced Software","","","","10.1007/3-540-57342-9_74","Ling Liu","1993","http://link.springer.com/chapter/10.1007/3-540-57342-9_74","Chapter"
"Search Support in Data Management Systems","Data Management in a Connected World","","","","10.1007/11499923_8","Andreas Henrich","2005","http://link.springer.com/chapter/10.1007/11499923_8","Chapter"
"Relationship-Based Top-K Concept Retrieval for Ontology Search","Knowledge Engineering and Knowledge Management","","","","10.1007/978-3-319-13704-9_37","Anila Sahar ButtArmin HallerLexing Xie","2014","http://link.springer.com/chapter/10.1007/978-3-319-13704-9_37","Chapter"
"EITH – A Unifying Representation for Database Schema and Application Code in Enterprise Knowledge Extraction","Conceptual Modeling - ER 2003","","","","10.1007/978-3-540-39648-2_36","Mark S. SchmalzJoachim HammerMingXi WuOguzhan Topsakal","2003","http://link.springer.com/chapter/10.1007/978-3-540-39648-2_36","Chapter"
"Exploring the Referral and Usage of Science Fiction in HCI Literature","Design, User Experience, and Usability: Designing Interactions","","","","10.1007/978-3-319-91803-7_2","Philipp JordanOmar MubinMohammad ObaidPaula Alexandra Silva","2018","http://link.springer.com/chapter/10.1007/978-3-319-91803-7_2","Chapter"
"Query Terms Abstraction Layers","On the Move to Meaningful Internet Systems 2006: OTM 2006 Workshops","","","","10.1007/11915072_85","Stein L. TomassenDarijus Strasunskas","2006","http://link.springer.com/chapter/10.1007/11915072_85","Chapter"
"Phrase Queries with Inverted + Direct Indexes","Web Information Systems Engineering – WISE 2014","","","","10.1007/978-3-319-11749-2_13","Kiril PanevKlaus Berberich","2014","http://link.springer.com/chapter/10.1007/978-3-319-11749-2_13","Chapter"
"Multi-Agent Based Web Search with Heterogeneous Semantics","Agent Computing and Multi-Agent Systems","","","","10.1007/978-3-642-01639-4_14","Rui HuangZhongzhi Shi","2009","http://link.springer.com/chapter/10.1007/978-3-642-01639-4_14","Chapter"
"Large Scale Rich Media Information Search: Challenges and Opportunities","Advances in Multimedia Information Processing - PCM 2010","","","","10.1007/978-3-642-15696-0_2","Zhiyong ChengJialie Shen","2010","http://link.springer.com/chapter/10.1007/978-3-642-15696-0_2","Chapter"
"The application of the comparable corpora in Chinese-English Cross-Lingual Information Retrieval","Journal of Computer Science and Technology","","16","4","10.1007/BF02948983","Lin DuYibo ZhangLe SunYufang Sun","2001","http://link.springer.com/article/10.1007/BF02948983","Article"
"A Pool of Topics: Interactive Relational Topic Visualization for Information Discovery","Visual Information Communication","","","","10.1007/978-1-4419-0312-9_13","Inessa SeifertMichael Kruppa","2010","http://link.springer.com/chapter/10.1007/978-1-4419-0312-9_13","Chapter"
"Centrality Indices for Web Search Engine Results Understanding","Model and Data Engineering","","","","10.1007/978-3-642-41366-7_5","Roberto De Virgilio","2013","http://link.springer.com/chapter/10.1007/978-3-642-41366-7_5","Chapter"
"Supporting Framework Use via Automatically Extracted Concept-Implementation Templates","ECOOP 2009 – Object-Oriented Programming","","","","10.1007/978-3-642-03013-0_16","Abbas HeydarnooriKrzysztof CzarneckiThiago Tonelli Bartolomei","2009","http://link.springer.com/chapter/10.1007/978-3-642-03013-0_16","Chapter"
"Database Selection and Result Merging in P2P Web Search","Databases, Information Systems, and Peer-to-Peer Computing","","","","10.1007/978-3-540-71661-7_3","Sergey ChernovPavel SerdyukovMatthias BenderSebastian MichelGerhard WeikumChristian Zimmer","2007","http://link.springer.com/chapter/10.1007/978-3-540-71661-7_3","Chapter"
"Voronoi diagrams of moving points in the plane","Foundations of Software Technology and Theoretical Computer Science","","","","10.1007/3-540-53487-3_49","Jyh-Jong FuR. C. T. Lee","1990","http://link.springer.com/chapter/10.1007/3-540-53487-3_49","Chapter"
"The Dynamic Web Presentations with a Generality Model on the News Domain","SOFSEM 2008: Theory and Practice of Computer Science","","","","10.1007/978-3-540-77566-9_65","Hyun Woong ShinEduard HovyDennis McLeod","2008","http://link.springer.com/chapter/10.1007/978-3-540-77566-9_65","Chapter"
"Beomap: Ad Hoc Topic Maps for Enhanced Exploration of Social Media Data","Engineering the Web in the Big Data Era","","","","10.1007/978-3-319-19890-3_14","Martin LeginusChengXiang ZhaiPeter Dolog","2015","http://link.springer.com/chapter/10.1007/978-3-319-19890-3_14","Chapter"
"Data management in Peer-to-Peer environment: A perspective of BestPeer","Journal of Computer Science and Technology","","18","4","10.1007/BF02948919","AoYing ZhouWeiNing QianShuiGeng ZhouBo LingLinHao XuSiong Ng WeeChin Ooi BengKian-Lee Tan","2003","http://link.springer.com/article/10.1007/BF02948919","Article"
"PowerDB-XML: A Platform for Data–Centric and Document–Centric XML Processing","Database and XML Technologies","","","","10.1007/978-3-540-39429-7_7","Torsten GrabsHans-Jörg Schek","2003","http://link.springer.com/chapter/10.1007/978-3-540-39429-7_7","Chapter"
"Modeling Uncertainty in Object-Oriented Databases","Incompleteness and Uncertainty in Information Systems","","","","10.1007/978-1-4471-3242-4_5","Fereidoon Sadri","1994","http://link.springer.com/chapter/10.1007/978-1-4471-3242-4_5","Chapter"
"Concept Search","The Semantic Web: Research and Applications","","","","10.1007/978-3-642-02121-3_33","Fausto GiunchigliaUladzimir KharkevichIlya Zaihrayeu","2009","http://link.springer.com/chapter/10.1007/978-3-642-02121-3_33","Chapter"
"On the role of semantics in automated requirements tracing","Requirements Engineering","","20","3","10.1007/s00766-013-0199-y","Anas MahmoudNan Niu","2015","http://link.springer.com/article/10.1007/s00766-013-0199-y","Article"
"Cluster Recovery for Fault Tolerance of Spatial Database Cluster in Sensor Networks","Parallel and Distributed Processing and Applications","","","","10.1007/978-3-540-74742-0_37","Byeong-Seob YouGyung-Bae KimHae-Young Bae","2007","http://link.springer.com/chapter/10.1007/978-3-540-74742-0_37","Chapter"
"Performance of Annotation-Based Image Retrieval","Networked Digital Technologies","","","","10.1007/978-3-642-22185-9_22","Phani KidambiMary FendleyS. Narayanan","2011","http://link.springer.com/chapter/10.1007/978-3-642-22185-9_22","Chapter"
"Semantics and Machine Learning: A New Generation of Court Management Systems","Knowledge Discovery, Knowledge Engineering and Knowledge Management","","","","10.1007/978-3-642-29764-9_26","E. FersiniE. MessinaF. ArchettiM. Cislaghi","2013","http://link.springer.com/chapter/10.1007/978-3-642-29764-9_26","Chapter"
"A Review on the Variants of Information Retrieval","Trends in Network and Communications","","","","10.1007/978-3-642-22543-7_63","Pothula SujathaP. Dhavachelvan","2011","http://link.springer.com/chapter/10.1007/978-3-642-22543-7_63","Chapter"
"A Formal Concept Analysis-Based Domain-Specific Thesaurus and Its Application in Document Representation","Computational Science and Its Applications – ICCSA 2010","","","","10.1007/978-3-642-12179-1_36","Jihn-Chang JehngShihchieh ChouChin-Yi Cheng","2010","http://link.springer.com/chapter/10.1007/978-3-642-12179-1_36","Chapter"
"Intuitionistic Interpretation of Deductive Databases with Incomplete Information","Formal Methods in Databases and Software Engineering","","","","10.1007/978-1-4471-3213-4_11","Fangqing DongLaks V. S. Lakshmanan","1993","http://link.springer.com/chapter/10.1007/978-1-4471-3213-4_11","Chapter"
"A universal relation model for a single nested relation","The Nested Universal Relation Database Model","","","","10.1007/3-540-55493-9_6","","1992","http://link.springer.com/chapter/10.1007/3-540-55493-9_6","Chapter"
"Supporting Agile Reuse Through Extreme Harvesting","Agile Processes in Software Engineering and Extreme Programming","","","","10.1007/978-3-540-73101-6_5","Oliver HummelColin Atkinson","2007","http://link.springer.com/chapter/10.1007/978-3-540-73101-6_5","Chapter"
"Entity-Centric Search for Enterprise Services","Service-Oriented Computing","","","","10.1007/978-3-642-45005-1_28","Marcus RoyIngo WeberBoualem Benatallah","2013","http://link.springer.com/chapter/10.1007/978-3-642-45005-1_28","Chapter"
"A Model-Based Approach to Semantic-Based Retrieval of Visual Information","SOFSEM 2002: Theory and Practice of Informatics","","","","10.1007/3-540-36137-5_9","Forouzan GolshaniYoungchoon ParkSethuraman Panchanathan","2002","http://link.springer.com/chapter/10.1007/3-540-36137-5_9","Chapter"
"PQL: A language for specifying abstract program views","Software Engineering — ESEC '95","","","","10.1007/3-540-60406-5_23","Stan Jarzabek","1995","http://link.springer.com/chapter/10.1007/3-540-60406-5_23","Chapter"
"Research on Web Articles Retrieval Based on N-VSM","Information Computing and Applications","","","","10.1007/978-3-642-16339-5_60","Hongcan YanXiaobin LiuJian Wang","2010","http://link.springer.com/chapter/10.1007/978-3-642-16339-5_60","Chapter"
"Natix: A Technology Overview","Web, Web-Services, and Database Systems","","","","10.1007/3-540-36560-5_2","Thorsten FiebigSven HelmerCarl-Christian KanneGuido MoerkotteJulia NeumannRobert SchieleTill Westmann","2003","http://link.springer.com/chapter/10.1007/3-540-36560-5_2","Chapter"
"Adaptive Processing for Continuous Query over Data Stream","Parallel and Distributed Processing and Applications","","","","10.1007/978-3-540-74742-0_33","Misook BaeBuhyun HwangJiseung Nam","2007","http://link.springer.com/chapter/10.1007/978-3-540-74742-0_33","Chapter"
"Mining Generalized Association Rules on Biomedical Literature","Innovations in Applied Artificial Intelligence","","","","10.1007/11504894_68","Margherita BerardiMichele LapiPietro LeoCorrado Loglisci","2005","http://link.springer.com/chapter/10.1007/11504894_68","Chapter"
"Reuse of verified design templates through extended pattern matching","FME '97: Industrial Applications and Strengthened Foundations of Formal Methods","","","","10.1007/3-540-63533-5_26","David HemerPeter A. Lindsay","1997","http://link.springer.com/chapter/10.1007/3-540-63533-5_26","Chapter"
"HPRD: A High Performance RDF Database","Network and Parallel Computing","","","","10.1007/978-3-540-74784-0_37","Liu BaolinHu Bo","2007","http://link.springer.com/chapter/10.1007/978-3-540-74784-0_37","Chapter"
"Estimating the Influence of Documents in IR Systems: A Marked Indexing Approach","Computational Science and Its Applications – ICCSA 2010","","","","10.1007/978-3-642-12189-0_23","Ye WangYi HanTianbo Lu","2010","http://link.springer.com/chapter/10.1007/978-3-642-12189-0_23","Chapter"
"Processing complex similarity queries with distance-based access methods","Advances in Database Technology — EDBT'98","","","","10.1007/BFb0100974","Paolo CiacciaMarco PatellaPavel Zezula","1998","http://link.springer.com/chapter/10.1007/BFb0100974","Chapter"
"Using visual ER query systems in real world applications","Advanced Information Systems Engineering","","","","10.1007/3-540-58113-8_185","Peter Rosengren","1994","http://link.springer.com/chapter/10.1007/3-540-58113-8_185","Chapter"
"The YPA – An Assistant for Classified Directory Enquiries","Intelligent Systems and Soft Computing","","","","10.1007/10720181_10","Anne De RoeckUdo KruschwitzPaul ScottSam SteelRay TurnerNick Webb","2000","http://link.springer.com/chapter/10.1007/10720181_10","Chapter"
"Research on Image Emotional Semantic Retrieval Mechanism Based on Cognitive Quantification Model","Design, User Experience, and Usability: Understanding Users and Contexts","","","","10.1007/978-3-319-58640-3_10","Tian LiangLiqun ZhangMin Xie","2017","http://link.springer.com/chapter/10.1007/978-3-319-58640-3_10","Chapter"
"Indexing XML Data for Path Expression Queries","Software Engineering Research and Applications","","","","10.1007/978-3-540-24675-6_26","Gongzhu HuChunxia Tang","2004","http://link.springer.com/chapter/10.1007/978-3-540-24675-6_26","Chapter"
"DLPR: A Distributed Locality Preserving Dimension Reduction Algorithm","Internet and Distributed Computing Systems","","","","10.1007/978-3-642-34883-9_8","Mina GhashamiHoda MashayekhiJafar Habibi","2012","http://link.springer.com/chapter/10.1007/978-3-642-34883-9_8","Chapter"
"AquaLog: An Ontology-Portable Question Answering System for the Semantic Web","The Semantic Web: Research and Applications","","","","10.1007/11431053_37","Vanessa LopezMichele PasinEnrico Motta","2005","http://link.springer.com/chapter/10.1007/11431053_37","Chapter"
"DeFacto - Deep Fact Validation","The Semantic Web – ISWC 2012","","","","10.1007/978-3-642-35176-1_20","Jens LehmannDaniel GerberMohamed MorseyAxel-Cyrille Ngonga Ngomo","2012","http://link.springer.com/chapter/10.1007/978-3-642-35176-1_20","Chapter"
"A Complete-Computerised Delphi Process with a Multi-Agent System","Programming Multi-Agent Systems","","","","10.1007/978-3-642-03278-3_8","Iván García-MagariñoJorge J. Gómez-SanzJosé R. Pérez-Agüera","2009","http://link.springer.com/chapter/10.1007/978-3-642-03278-3_8","Chapter"
"Aggregate Operations in the Information Source Tracking Method","Formal Methods in Databases and Software Engineering","","","","10.1007/978-1-4471-3213-4_2","Fereidoon Sadri","1993","http://link.springer.com/chapter/10.1007/978-1-4471-3213-4_2","Chapter"
"Dimensions and Metrics for Evaluating Recommendation Systems","Recommendation Systems in Software Engineering","","","","10.1007/978-3-642-45135-5_10","Iman AvazpourTeerat PitakratLars GrunskeJohn Grundy","2014","http://link.springer.com/chapter/10.1007/978-3-642-45135-5_10","Chapter"
"Ranked Reverse Boolean Spatial Keyword Nearest Neighbors Search","Web Information Systems Engineering – WISE 2015","","","","10.1007/978-3-319-26190-4_7","Hailin FangPengpeng ZhaoVictor S. ShengZhixu LiJiajie XuJian WuZhiming Cui","2015","http://link.springer.com/chapter/10.1007/978-3-319-26190-4_7","Chapter"
"Chinese question-answering system","Journal of Computer Science and Technology","","19","4","10.1007/BF02944749","Gai-Tai HuangHsiu-Hsen Yao","2004","http://link.springer.com/article/10.1007/BF02944749","Article"
"D2R2: Disk-Oriented Deductive Reasoning in a RISC-Style RDF Engine","Rule-Based Modeling and Computing on the Semantic Web","","","","10.1007/978-3-642-24908-2_14","Mohamed YahyaMartin Theobald","2011","http://link.springer.com/chapter/10.1007/978-3-642-24908-2_14","Chapter"
"Benchmarking","Recommendation Systems in Software Engineering","","","","10.1007/978-3-642-45135-5_11","Alan SaidDomonkos TikkPaolo Cremonesi","2014","http://link.springer.com/chapter/10.1007/978-3-642-45135-5_11","Chapter"
"Structured Collaborative Tagging: Is It Practical for Web Service Discovery?","Web Information Systems and Technologies","","","","10.1007/978-3-642-22810-0_6","Maciej GawineckiGiacomo CabriMarcin PaprzyckiMaria Ganzha","2011","http://link.springer.com/chapter/10.1007/978-3-642-22810-0_6","Chapter"
"On the Convergence of Structured Search, Information Retrieval and Trust Management in Distributed Systems","Multiagent System Technologies","","","","10.1007/11550648_1","Karl AbererPhilippe Cudré-MaurouxZoran Despotovic","2005","http://link.springer.com/chapter/10.1007/11550648_1","Chapter"
"Evaluating k Nearest Neighbor Query on Road Networks with no Information Leakage","Web Information Systems Engineering – WISE 2015","","","","10.1007/978-3-319-26190-4_34","Lu WangRuxia MaXiaofeng Meng","2015","http://link.springer.com/chapter/10.1007/978-3-319-26190-4_34","Chapter"
"EQL: Event Query Language for the Sharing of Internet-of-Things Infrastructure and Collaborative Applications Development","Service-Oriented Computing – ICSOC 2016 Workshops","","","","10.1007/978-3-319-68136-8_6","Kutalmış AkpınarKien A. Hua","2017","http://link.springer.com/chapter/10.1007/978-3-319-68136-8_6","Chapter"
